University_Roll_No,College_Name,Batch,Semester,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Semester_Avg,Overall_Avg
150337,College_5,1,4,41,58,65,76,53,83,62.666666666666664,70.625
150337,College_5,1,5,76,45,86,82,61,84,72.33333333333333,70.625
150337,College_5,1,6,86,76,60,47,67,92,71.33333333333333,70.625
150337,College_5,1,7,51,44,49,44,74,97,59.833333333333336,70.625
150337,College_5,1,8,98,59,64,70,87,97,79.16666666666667,70.625
150338,College_5,1,1,74,90,58,56,52,76,67.66666666666667,74.5625
150338,College_5,1,2,96,78,63,63,81,48,71.5,74.5625
150338,College_5,1,3,64,86,45,76,93,61,70.83333333333333,74.5625
150338,College_5,1,4,71,93,47,99,88,81,79.83333333333333,74.5625
150338,College_5,1,5,79,100,89,47,100,86,83.5,74.5625
150338,College_5,1,6,61,77,86,88,64,94,78.33333333333333,74.5625
150338,College_5,1,7,44,90,90,64,44,83,69.16666666666667,74.5625
150338,College_5,1,8,57,92,66,99,43,97,75.66666666666667,74.5625
150339,College_5,1,1,66,60,59,60,84,67,66.0,67.9375
150339,College_5,1,2,50,65,65,78,92,40,65.0,67.9375
150339,College_5,1,3,42,93,84,55,78,96,74.66666666666667,67.9375
150339,College_5,1,4,50,67,72,44,61,46,56.666666666666664,67.9375
150339,College_5,1,5,73,97,97,55,92,69,80.5,67.9375
150339,College_5,1,6,68,79,54,70,52,76,66.5,67.9375
150339,College_5,1,7,71,55,68,57,68,91,68.33333333333333,67.9375
150339,College_5,1,8,48,78,78,90,40,61,65.83333333333333,67.9375
150340,College_5,1,1,77,88,66,86,53,96,77.66666666666667,68.72916666666667
150340,College_5,1,2,88,60,60,45,77,88,69.66666666666667,68.72916666666667
150340,College_5,1,3,100,75,60,70,80,97,80.33333333333333,68.72916666666667
150340,College_5,1,4,80,99,62,80,41,49,68.5,68.72916666666667
150340,College_5,1,5,67,93,40,56,65,45,61.0,68.72916666666667
150340,College_5,1,6,62,77,86,44,80,47,66.0,68.72916666666667
150340,College_5,1,7,52,74,95,51,41,44,59.5,68.72916666666667
150340,College_5,1,8,63,60,70,90,58,62,67.16666666666667,68.72916666666667
150341,College_5,1,1,52,45,73,52,98,51,61.833333333333336,64.45833333333333
150341,College_5,1,2,68,72,74,56,98,97,77.5,64.45833333333333
150341,College_5,1,3,65,47,96,54,61,40,60.5,64.45833333333333
150341,College_5,1,4,43,59,74,42,45,92,59.166666666666664,64.45833333333333
150341,College_5,1,5,40,45,75,100,69,42,61.833333333333336,64.45833333333333
150341,College_5,1,6,45,74,74,82,42,94,68.5,64.45833333333333
150341,College_5,1,7,95,58,85,53,53,43,64.5,64.45833333333333
150341,College_5,1,8,58,78,43,74,63,55,61.833333333333336,64.45833333333333
150342,College_5,1,1,98,72,41,48,52,44,59.166666666666664,70.375
150342,College_5,1,2,91,64,54,50,77,69,67.5,70.375
150342,College_5,1,3,60,50,87,73,59,81,68.33333333333333,70.375
150342,College_5,1,4,73,98,63,58,78,64,72.33333333333333,70.375
150342,College_5,1,5,48,49,75,76,64,79,65.16666666666667,70.375
150342,College_5,1,6,76,67,89,62,98,59,75.16666666666667,70.375
150342,College_5,1,7,96,64,89,99,72,94,85.66666666666667,70.375
150342,College_5,1,8,80,78,42,66,58,94,69.66666666666667,70.375
150343,College_5,1,1,60,63,59,49,84,94,68.16666666666667,72.91666666666667
150343,College_5,1,2,54,46,48,96,69,61,62.333333333333336,72.91666666666667
150343,College_5,1,3,95,88,91,42,63,86,77.5,72.91666666666667
150343,College_5,1,4,92,43,53,72,87,41,64.66666666666667,72.91666666666667
150343,College_5,1,5,65,86,89,100,53,70,77.16666666666667,72.91666666666667
150343,College_5,1,6,95,85,57,84,75,51,74.5,72.91666666666667
150343,College_5,1,7,75,98,89,95,88,99,90.66666666666667,72.91666666666667
150343,College_5,1,8,78,52,47,70,72,91,68.33333333333333,72.91666666666667
150344,College_5,1,1,54,64,51,76,80,72,66.16666666666667,70.1875
150344,College_5,1,2,83,84,50,47,75,97,72.66666666666667,70.1875
150344,College_5,1,3,48,63,46,48,82,92,63.166666666666664,70.1875
150344,College_5,1,4,57,89,41,80,94,42,67.16666666666667,70.1875
150344,College_5,1,5,53,100,74,81,57,85,75.0,70.1875
150344,College_5,1,6,44,96,60,96,58,82,72.66666666666667,70.1875
150344,College_5,1,7,92,83,54,98,45,92,77.33333333333333,70.1875
150344,College_5,1,8,61,67,88,43,86,59,67.33333333333333,70.1875
150345,College_5,1,1,66,44,84,66,79,73,68.66666666666667,68.125
150345,College_5,1,2,56,77,71,82,98,84,78.0,68.125
150345,College_5,1,3,45,43,78,86,56,68,62.666666666666664,68.125
150345,College_5,1,4,62,65,67,74,71,92,71.83333333333333,68.125
150345,College_5,1,5,45,95,84,74,93,59,75.0,68.125
150345,College_5,1,6,73,57,43,47,85,97,67.0,68.125
150345,College_5,1,7,42,43,91,40,72,78,61.0,68.125
150345,College_5,1,8,41,62,63,88,53,58,60.833333333333336,68.125
150346,College_5,1,1,45,84,78,48,77,99,71.83333333333333,70.22916666666667
150346,College_5,1,2,67,81,43,76,93,59,69.83333333333333,70.22916666666667
150346,College_5,1,3,58,49,56,67,46,69,57.5,70.22916666666667
150346,College_5,1,4,76,89,68,89,73,57,75.33333333333333,70.22916666666667
150346,College_5,1,5,99,66,97,45,52,85,74.0,70.22916666666667
150346,College_5,1,6,51,96,82,92,100,55,79.33333333333333,70.22916666666667
150346,College_5,1,7,89,74,87,48,51,53,67.0,70.22916666666667
150346,College_5,1,8,64,96,50,68,53,71,67.0,70.22916666666667
150347,College_5,1,1,94,83,70,92,75,44,76.33333333333333,69.79166666666667
150347,College_5,1,2,41,93,71,77,47,54,63.833333333333336,69.79166666666667
150347,College_5,1,3,40,61,47,87,46,54,55.833333333333336,69.79166666666667
150347,College_5,1,4,90,41,89,83,72,54,71.5,69.79166666666667
150347,College_5,1,5,47,70,93,44,89,54,66.16666666666667,69.79166666666667
150347,College_5,1,6,98,79,60,52,46,69,67.33333333333333,69.79166666666667
150347,College_5,1,7,50,61,99,84,93,74,76.83333333333333,69.79166666666667
150347,College_5,1,8,85,58,81,95,97,67,80.5,69.79166666666667
150348,College_5,1,1,72,100,83,64,96,55,78.33333333333333,70.3125
150348,College_5,1,2,53,84,45,92,42,69,64.16666666666667,70.3125
150348,College_5,1,3,85,76,45,53,57,63,63.166666666666664,70.3125
150348,College_5,1,4,63,99,92,97,55,74,80.0,70.3125
150348,College_5,1,5,68,90,82,90,91,67,81.33333333333333,70.3125
150348,College_5,1,6,90,76,68,51,47,83,69.16666666666667,70.3125
150348,College_5,1,7,83,90,77,43,41,54,64.66666666666667,70.3125
150348,College_5,1,8,53,52,45,48,100,72,61.666666666666664,70.3125
150349,College_5,1,1,80,49,87,74,95,84,78.16666666666667,77.625
150349,College_5,1,2,45,85,94,94,53,53,70.66666666666667,77.625
150349,College_5,1,3,89,73,91,93,93,92,88.5,77.625
150349,College_5,1,4,54,47,95,83,74,89,73.66666666666667,77.625
150349,College_5,1,5,91,43,66,59,89,54,67.0,77.625
150349,College_5,1,6,89,100,97,71,54,98,84.83333333333333,77.625
150349,College_5,1,7,96,61,72,45,76,97,74.5,77.625
150349,College_5,1,8,89,87,65,79,83,99,83.66666666666667,77.625
150350,College_5,1,1,85,71,53,43,89,58,66.5,70.79166666666667
150350,College_5,1,2,84,62,79,62,92,84,77.16666666666667,70.79166666666667
150350,College_5,1,3,74,67,73,75,56,85,71.66666666666667,70.79166666666667
150350,College_5,1,4,72,88,61,50,82,58,68.5,70.79166666666667
150350,College_5,1,5,43,83,54,46,77,86,64.83333333333333,70.79166666666667
150350,College_5,1,6,64,64,85,93,80,95,80.16666666666667,70.79166666666667
150350,College_5,1,7,100,85,71,62,51,79,74.66666666666667,70.79166666666667
150350,College_5,1,8,76,59,42,65,80,55,62.833333333333336,70.79166666666667
150351,College_5,1,1,94,61,53,69,95,99,78.5,71.95833333333333
150351,College_5,1,2,50,42,51,45,77,77,57.0,71.95833333333333
150351,College_5,1,3,59,61,94,44,44,100,67.0,71.95833333333333
150351,College_5,1,4,47,88,70,63,69,74,68.5,71.95833333333333
150351,College_5,1,5,64,59,47,59,91,71,65.16666666666667,71.95833333333333
150351,College_5,1,6,91,84,75,100,88,93,88.5,71.95833333333333
150351,College_5,1,7,96,63,66,66,63,100,75.66666666666667,71.95833333333333
150351,College_5,1,8,97,56,96,95,40,68,75.33333333333333,71.95833333333333
150352,College_5,1,1,77,46,61,69,78,84,69.16666666666667,70.625
150352,College_5,1,2,96,79,92,74,48,57,74.33333333333333,70.625
150352,College_5,1,3,54,79,82,69,56,76,69.33333333333333,70.625
150352,College_5,1,4,80,70,93,95,47,47,72.0,70.625
150352,College_5,1,5,95,100,54,57,62,41,68.16666666666667,70.625
150352,College_5,1,6,82,75,71,97,48,53,71.0,70.625
150352,College_5,1,7,64,43,92,92,87,44,70.33333333333333,70.625
150352,College_5,1,8,43,98,80,97,60,46,70.66666666666667,70.625
150353,College_5,1,1,66,92,62,81,45,95,73.5,72.54166666666667
150353,College_5,1,2,88,84,70,89,43,77,75.16666666666667,72.54166666666667
150353,College_5,1,3,79,79,100,58,59,74,74.83333333333333,72.54166666666667
150353,College_5,1,4,50,51,46,88,88,60,63.833333333333336,72.54166666666667
150353,College_5,1,5,69,47,98,99,77,86,79.33333333333333,72.54166666666667
150353,College_5,1,6,49,74,95,52,49,77,66.0,72.54166666666667
150353,College_5,1,7,79,82,82,55,57,100,75.83333333333333,72.54166666666667
150353,College_5,1,8,63,75,78,69,77,69,71.83333333333333,72.54166666666667
150354,College_5,1,1,93,45,51,83,44,82,66.33333333333333,69.77083333333333
150354,College_5,1,2,95,76,53,88,92,44,74.66666666666667,69.77083333333333
150354,College_5,1,3,67,50,47,69,63,45,56.833333333333336,69.77083333333333
150354,College_5,1,4,94,47,86,50,97,99,78.83333333333333,69.77083333333333
150354,College_5,1,5,67,70,54,89,80,42,67.0,69.77083333333333
150354,College_5,1,6,95,84,93,84,71,75,83.66666666666667,69.77083333333333
150354,College_5,1,7,41,55,60,93,80,42,61.833333333333336,69.77083333333333
150354,College_5,1,8,64,51,82,53,76,88,69.0,69.77083333333333
150355,College_5,1,1,73,48,87,69,72,67,69.33333333333333,70.4375
150355,College_5,1,2,98,83,74,61,42,80,73.0,70.4375
150355,College_5,1,3,64,69,97,94,42,82,74.66666666666667,70.4375
150355,College_5,1,4,97,57,80,95,83,59,78.5,70.4375
150355,College_5,1,5,56,41,43,100,56,90,64.33333333333333,70.4375
150355,College_5,1,6,99,83,49,40,98,51,70.0,70.4375
150355,College_5,1,7,41,79,77,55,75,52,63.166666666666664,70.4375
150355,College_5,1,8,40,79,63,86,91,64,70.5,70.4375
150356,College_5,1,1,65,60,74,80,55,76,68.33333333333333,70.8125
150356,College_5,1,2,78,71,99,60,88,88,80.66666666666667,70.8125
150356,College_5,1,3,69,69,52,86,51,72,66.5,70.8125
150356,College_5,1,4,96,86,49,76,79,44,71.66666666666667,70.8125
150356,College_5,1,5,61,45,98,61,94,79,73.0,70.8125
150356,College_5,1,6,42,60,60,94,48,97,66.83333333333333,70.8125
150356,College_5,1,7,100,51,58,98,47,51,67.5,70.8125
150356,College_5,1,8,51,92,67,76,54,92,72.0,70.8125
150357,College_5,1,1,81,41,86,100,87,64,76.5,71.75
150357,College_5,1,2,59,44,62,78,69,76,64.66666666666667,71.75
150357,College_5,1,3,63,83,71,93,69,99,79.66666666666667,71.75
150357,College_5,1,4,69,91,87,74,50,55,71.0,71.75
150357,College_5,1,5,73,40,40,64,97,94,68.0,71.75
150357,College_5,1,6,98,73,43,79,58,53,67.33333333333333,71.75
150357,College_5,1,7,67,84,79,61,91,48,71.66666666666667,71.75
150357,College_5,1,8,51,71,84,81,90,74,75.16666666666667,71.75
150358,College_5,1,1,88,47,60,45,48,94,63.666666666666664,73.95833333333333
150358,College_5,1,2,95,94,50,78,100,95,85.33333333333333,73.95833333333333
150358,College_5,1,3,67,68,79,47,41,97,66.5,73.95833333333333
150358,College_5,1,4,96,77,60,93,97,53,79.33333333333333,73.95833333333333
150358,College_5,1,5,84,49,44,70,77,54,63.0,73.95833333333333
150358,College_5,1,6,79,98,65,93,65,67,77.83333333333333,73.95833333333333
150358,College_5,1,7,95,44,85,77,94,92,81.16666666666667,73.95833333333333
150358,College_5,1,8,97,58,63,83,68,80,74.83333333333333,73.95833333333333
150359,College_5,1,1,48,85,98,67,74,75,74.5,72.8125
150359,College_5,1,2,56,90,82,73,40,63,67.33333333333333,72.8125
150359,College_5,1,3,75,88,92,68,41,83,74.5,72.8125
150359,College_5,1,4,57,95,58,95,91,74,78.33333333333333,72.8125
150359,College_5,1,5,69,40,56,55,91,72,63.833333333333336,72.8125
150359,College_5,1,6,88,47,50,78,85,93,73.5,72.8125
150359,College_5,1,7,59,96,46,75,55,98,71.5,72.8125
150359,College_5,1,8,73,61,96,85,90,69,79.0,72.8125
150360,College_5,1,1,97,62,90,56,41,68,69.0,64.20833333333333
150360,College_5,1,2,45,83,75,56,40,58,59.5,64.20833333333333
150360,College_5,1,3,44,43,97,66,58,75,63.833333333333336,64.20833333333333
150360,College_5,1,4,94,40,41,74,46,43,56.333333333333336,64.20833333333333
150360,College_5,1,5,60,95,51,84,70,68,71.33333333333333,64.20833333333333
150360,College_5,1,6,41,42,69,82,55,63,58.666666666666664,64.20833333333333
150360,College_5,1,7,47,50,48,73,75,60,58.833333333333336,64.20833333333333
150360,College_5,1,8,91,75,91,54,56,90,76.16666666666667,64.20833333333333
150361,College_5,1,1,98,70,78,65,92,54,76.16666666666667,67.5
150361,College_5,1,2,93,61,73,68,51,59,67.5,67.5
150361,College_5,1,3,91,81,48,66,46,72,67.33333333333333,67.5
150361,College_5,1,4,77,100,56,44,61,73,68.5,67.5
150361,College_5,1,5,79,51,54,53,62,57,59.333333333333336,67.5
150361,College_5,1,6,92,66,90,57,49,57,68.5,67.5
150361,College_5,1,7,40,85,44,49,92,96,67.66666666666667,67.5
150361,College_5,1,8,40,65,46,85,94,60,65.0,67.5
150362,College_5,1,1,61,80,72,68,40,75,66.0,73.89583333333333
150362,College_5,1,2,89,97,71,63,65,40,70.83333333333333,73.89583333333333
150362,College_5,1,3,45,84,82,79,58,87,72.5,73.89583333333333
150362,College_5,1,4,56,97,44,93,99,64,75.5,73.89583333333333
150362,College_5,1,5,90,84,100,56,80,100,85.0,73.89583333333333
150362,College_5,1,6,44,87,76,68,54,98,71.16666666666667,73.89583333333333
150362,College_5,1,7,71,58,91,99,52,55,71.0,73.89583333333333
150362,College_5,1,8,68,80,49,99,93,86,79.16666666666667,73.89583333333333
150363,College_5,1,1,66,93,55,43,54,61,62.0,68.04166666666667
150363,College_5,1,2,71,94,93,41,69,77,74.16666666666667,68.04166666666667
150363,College_5,1,3,94,80,41,52,71,46,64.0,68.04166666666667
150363,College_5,1,4,74,44,66,68,77,61,65.0,68.04166666666667
150363,College_5,1,5,74,82,86,99,57,50,74.66666666666667,68.04166666666667
150363,College_5,1,6,78,99,91,66,58,52,74.0,68.04166666666667
150363,College_5,1,7,46,57,57,66,52,88,61.0,68.04166666666667
150363,College_5,1,8,86,60,62,43,85,81,69.5,68.04166666666667
150364,College_5,1,1,83,100,44,90,99,57,78.83333333333333,67.41666666666667
150364,College_5,1,2,85,93,59,40,75,48,66.66666666666667,67.41666666666667
150364,College_5,1,3,99,55,100,75,91,49,78.16666666666667,67.41666666666667
150364,College_5,1,4,80,44,55,79,50,50,59.666666666666664,67.41666666666667
150364,College_5,1,5,50,67,95,78,45,50,64.16666666666667,67.41666666666667
150364,College_5,1,6,49,85,70,40,40,97,63.5,67.41666666666667
150364,College_5,1,7,45,66,67,65,58,62,60.5,67.41666666666667
150364,College_5,1,8,84,62,66,61,44,90,67.83333333333333,67.41666666666667
150365,College_5,1,1,84,72,97,60,68,73,75.66666666666667,76.27083333333333
150365,College_5,1,2,77,83,69,77,72,97,79.16666666666667,76.27083333333333
150365,College_5,1,3,42,81,100,66,69,76,72.33333333333333,76.27083333333333
150365,College_5,1,4,44,53,99,92,75,59,70.33333333333333,76.27083333333333
150365,College_5,1,5,91,96,82,99,69,99,89.33333333333333,76.27083333333333
150365,College_5,1,6,69,78,94,51,85,79,76.0,76.27083333333333
150365,College_5,1,7,86,67,90,88,82,60,78.83333333333333,76.27083333333333
150365,College_5,1,8,80,59,84,68,51,69,68.5,76.27083333333333
150366,College_5,1,1,41,77,85,77,46,98,70.66666666666667,67.375
150366,College_5,1,2,90,81,87,52,86,47,73.83333333333333,67.375
150366,College_5,1,3,95,55,45,82,78,94,74.83333333333333,67.375
150366,College_5,1,4,72,79,80,51,54,76,68.66666666666667,67.375
150366,College_5,1,5,87,50,53,58,100,46,65.66666666666667,67.375
150366,College_5,1,6,52,96,53,43,44,99,64.5,67.375
150366,College_5,1,7,91,64,63,60,46,72,66.0,67.375
150366,College_5,1,8,54,47,66,40,57,65,54.833333333333336,67.375
150367,College_5,1,1,71,91,73,70,88,70,77.16666666666667,71.04166666666667
150367,College_5,1,2,86,99,67,40,73,79,74.0,71.04166666666667
150367,College_5,1,3,79,86,66,86,40,59,69.33333333333333,71.04166666666667
150367,College_5,1,4,40,79,83,55,46,84,64.5,71.04166666666667
150367,College_5,1,5,87,76,54,74,67,55,68.83333333333333,71.04166666666667
150367,College_5,1,6,56,82,87,90,69,66,75.0,71.04166666666667
150367,College_5,1,7,64,86,60,98,61,85,75.66666666666667,71.04166666666667
150367,College_5,1,8,46,77,48,76,67,69,63.833333333333336,71.04166666666667
150368,College_5,1,1,56,87,84,91,94,52,77.33333333333333,70.14583333333333
150368,College_5,1,2,63,97,82,65,86,79,78.66666666666667,70.14583333333333
150368,College_5,1,3,58,89,97,69,97,49,76.5,70.14583333333333
150368,College_5,1,4,92,54,62,55,80,44,64.5,70.14583333333333
150368,College_5,1,5,85,85,76,42,51,48,64.5,70.14583333333333
150368,College_5,1,6,78,49,63,84,65,75,69.0,70.14583333333333
150368,College_5,1,7,92,57,58,69,86,50,68.66666666666667,70.14583333333333
150368,College_5,1,8,77,70,43,47,54,81,62.0,70.14583333333333
150369,College_5,1,1,40,40,43,81,79,50,55.5,70.66666666666667
150369,College_5,1,2,58,60,99,95,50,94,76.0,70.66666666666667
150369,College_5,1,3,96,93,86,100,80,73,88.0,70.66666666666667
150369,College_5,1,4,50,84,91,67,47,46,64.16666666666667,70.66666666666667
150369,College_5,1,5,84,77,88,84,48,99,80.0,70.66666666666667
150369,College_5,1,6,70,48,45,59,67,69,59.666666666666664,70.66666666666667
150369,College_5,1,7,49,71,78,98,64,42,67.0,70.66666666666667
150369,College_5,1,8,97,87,69,62,55,80,75.0,70.66666666666667
150370,College_5,1,1,91,60,74,69,72,77,73.83333333333333,74.0
150370,College_5,1,2,73,97,77,46,47,96,72.66666666666667,74.0
150370,College_5,1,3,40,88,99,79,77,62,74.16666666666667,74.0
150370,College_5,1,4,57,59,76,63,88,74,69.5,74.0
150370,College_5,1,5,100,90,82,87,93,100,92.0,74.0
150370,College_5,1,6,40,66,81,72,41,72,62.0,74.0
150370,College_5,1,7,62,53,70,73,90,86,72.33333333333333,74.0
150370,College_5,1,8,79,81,62,48,99,84,75.5,74.0
150371,College_5,1,1,77,84,40,55,40,74,61.666666666666664,70.41666666666667
150371,College_5,1,2,98,99,55,50,56,76,72.33333333333333,70.41666666666667
150371,College_5,1,3,55,69,91,72,64,79,71.66666666666667,70.41666666666667
150371,College_5,1,4,66,77,100,97,89,94,87.16666666666667,70.41666666666667
150371,College_5,1,5,52,76,60,76,97,51,68.66666666666667,70.41666666666667
150371,College_5,1,6,89,85,45,51,83,96,74.83333333333333,70.41666666666667
150371,College_5,1,7,58,50,98,91,41,45,63.833333333333336,70.41666666666667
150371,College_5,1,8,89,41,66,47,63,73,63.166666666666664,70.41666666666667
150372,College_5,1,1,68,43,63,49,68,46,56.166666666666664,71.5
150372,College_5,1,2,52,82,85,91,43,95,74.66666666666667,71.5
150372,College_5,1,3,90,58,100,98,81,99,87.66666666666667,71.5
150372,College_5,1,4,93,72,55,65,55,40,63.333333333333336,71.5
150372,College_5,1,5,80,49,47,89,94,72,71.83333333333333,71.5
150372,College_5,1,6,74,40,100,45,88,47,65.66666666666667,71.5
150372,College_5,1,7,80,95,63,49,72,76,72.5,71.5
150372,College_5,1,8,50,97,100,73,97,64,80.16666666666667,71.5
150373,College_5,1,1,80,68,76,97,86,67,79.0,69.1875
150373,College_5,1,2,75,47,65,83,62,75,67.83333333333333,69.1875
150373,College_5,1,3,48,75,61,73,92,45,65.66666666666667,69.1875
150373,College_5,1,4,94,78,50,42,95,83,73.66666666666667,69.1875
150373,College_5,1,5,97,98,71,54,58,59,72.83333333333333,69.1875
150373,College_5,1,6,75,51,40,43,77,58,57.333333333333336,69.1875
150373,College_5,1,7,92,57,78,46,88,40,66.83333333333333,69.1875
150373,College_5,1,8,58,97,88,50,81,48,70.33333333333333,69.1875
150374,College_5,1,1,68,69,75,51,81,77,70.16666666666667,69.6875
150374,College_5,1,2,71,72,84,97,98,92,85.66666666666667,69.6875
150374,College_5,1,3,99,57,88,55,89,96,80.66666666666667,69.6875
150374,College_5,1,4,54,58,75,50,40,57,55.666666666666664,69.6875
150374,College_5,1,5,79,75,42,54,66,80,66.0,69.6875
150374,College_5,1,6,68,86,95,48,50,59,67.66666666666667,69.6875
150374,College_5,1,7,88,90,59,46,81,79,73.83333333333333,69.6875
150374,College_5,1,8,55,45,47,48,62,90,57.833333333333336,69.6875
150375,College_5,1,1,80,83,81,86,86,97,85.5,70.0625
150375,College_5,1,2,56,91,57,48,96,80,71.33333333333333,70.0625
150375,College_5,1,3,93,63,89,55,88,84,78.66666666666667,70.0625
150375,College_5,1,4,49,46,58,91,62,45,58.5,70.0625
150375,College_5,1,5,65,45,49,54,71,60,57.333333333333336,70.0625
150375,College_5,1,6,76,59,70,62,54,84,67.5,70.0625
150375,College_5,1,7,80,79,56,67,44,83,68.16666666666667,70.0625
150375,College_5,1,8,50,91,84,71,76,69,73.5,70.0625
150376,College_5,1,1,82,74,73,99,97,41,77.66666666666667,70.0
150376,College_5,1,2,94,81,51,65,80,43,69.0,70.0
150376,College_5,1,3,79,93,93,69,72,48,75.66666666666667,70.0
150376,College_5,1,4,56,52,69,92,56,46,61.833333333333336,70.0
150376,College_5,1,5,64,79,53,71,52,79,66.33333333333333,70.0
150376,College_5,1,6,87,64,46,72,62,92,70.5,70.0
150376,College_5,1,7,91,69,50,88,87,62,74.5,70.0
150376,College_5,1,8,81,66,58,80,62,40,64.5,70.0
150377,College_5,1,1,67,45,67,50,56,65,58.333333333333336,71.66666666666667
150377,College_5,1,2,52,96,79,51,71,62,68.5,71.66666666666667
150377,College_5,1,3,48,90,90,57,98,54,72.83333333333333,71.66666666666667
150377,College_5,1,4,59,90,94,78,96,96,85.5,71.66666666666667
150377,College_5,1,5,48,87,56,63,80,78,68.66666666666667,71.66666666666667
150377,College_5,1,6,72,77,95,44,46,82,69.33333333333333,71.66666666666667
150377,College_5,1,7,77,40,97,59,46,88,67.83333333333333,71.66666666666667
150377,College_5,1,8,89,96,76,73,94,66,82.33333333333333,71.66666666666667
150378,College_5,1,1,63,55,57,83,83,54,65.83333333333333,65.54166666666667
150378,College_5,1,2,43,45,44,70,63,43,51.333333333333336,65.54166666666667
150378,College_5,1,3,65,97,83,41,74,97,76.16666666666667,65.54166666666667
150378,College_5,1,4,90,71,75,69,65,74,74.0,65.54166666666667
150378,College_5,1,5,50,87,43,41,92,48,60.166666666666664,65.54166666666667
150378,College_5,1,6,95,40,72,49,82,47,64.16666666666667,65.54166666666667
150378,College_5,1,7,60,48,44,100,49,96,66.16666666666667,65.54166666666667
150378,College_5,1,8,64,46,74,81,43,91,66.5,65.54166666666667
150379,College_5,1,1,47,83,77,78,40,99,70.66666666666667,71.6875
150379,College_5,1,2,67,52,59,65,73,91,67.83333333333333,71.6875
150379,College_5,1,3,97,40,66,60,79,66,68.0,71.6875
150379,College_5,1,4,48,87,99,93,64,58,74.83333333333333,71.6875
150379,College_5,1,5,84,52,98,44,99,97,79.0,71.6875
150379,College_5,1,6,53,100,57,57,97,62,71.0,71.6875
150379,College_5,1,7,55,47,77,77,85,44,64.16666666666667,71.6875
150379,College_5,1,8,84,95,50,73,94,72,78.0,71.6875
150380,College_5,1,1,56,75,98,67,40,53,64.83333333333333,70.35416666666667
150380,College_5,1,2,96,80,65,100,100,70,85.16666666666667,70.35416666666667
150380,College_5,1,3,43,54,100,46,59,75,62.833333333333336,70.35416666666667
150380,College_5,1,4,43,92,92,94,72,47,73.33333333333333,70.35416666666667
150380,College_5,1,5,40,86,60,100,86,99,78.5,70.35416666666667
150380,College_5,1,6,44,92,99,45,92,56,71.33333333333333,70.35416666666667
150380,College_5,1,7,67,47,71,43,79,55,60.333333333333336,70.35416666666667
150380,College_5,1,8,54,96,85,62,53,49,66.5,70.35416666666667
150381,College_5,1,1,90,74,60,50,52,54,63.333333333333336,68.02083333333333
150381,College_5,1,2,94,59,58,40,72,57,63.333333333333336,68.02083333333333
150381,College_5,1,3,100,88,80,63,95,83,84.83333333333333,68.02083333333333
150381,College_5,1,4,43,93,62,46,60,55,59.833333333333336,68.02083333333333
150381,College_5,1,5,62,99,57,76,45,45,64.0,68.02083333333333
150381,College_5,1,6,85,44,86,84,84,56,73.16666666666667,68.02083333333333
150381,College_5,1,7,55,55,100,52,63,87,68.66666666666667,68.02083333333333
150381,College_5,1,8,57,67,71,91,53,63,67.0,68.02083333333333
150382,College_5,1,1,44,49,94,50,50,41,54.666666666666664,67.52083333333333
150382,College_5,1,2,42,40,62,80,61,41,54.333333333333336,67.52083333333333
150382,College_5,1,3,40,73,100,100,74,45,72.0,67.52083333333333
150382,College_5,1,4,97,49,44,90,71,44,65.83333333333333,67.52083333333333
150382,College_5,1,5,100,71,41,98,67,95,78.66666666666667,67.52083333333333
150382,College_5,1,6,76,69,78,77,79,58,72.83333333333333,67.52083333333333
150382,College_5,1,7,79,91,60,88,69,67,75.66666666666667,67.52083333333333
150382,College_5,1,8,76,92,57,73,49,50,66.16666666666667,67.52083333333333
150383,College_5,1,1,58,87,47,85,85,66,71.33333333333333,69.79166666666667
150383,College_5,1,2,94,57,83,57,56,74,70.16666666666667,69.79166666666667
150383,College_5,1,3,98,73,70,48,80,41,68.33333333333333,69.79166666666667
150383,College_5,1,4,62,82,50,87,46,61,64.66666666666667,69.79166666666667
150383,College_5,1,5,56,68,70,67,74,41,62.666666666666664,69.79166666666667
150383,College_5,1,6,53,65,47,41,92,86,64.0,69.79166666666667
150383,College_5,1,7,65,75,94,84,94,83,82.5,69.79166666666667
150383,College_5,1,8,48,97,92,61,82,68,74.66666666666667,69.79166666666667
150384,College_5,1,1,88,64,68,52,65,59,66.0,69.83333333333333
150384,College_5,1,2,75,43,66,44,88,42,59.666666666666664,69.83333333333333
150384,College_5,1,3,90,44,93,47,56,44,62.333333333333336,69.83333333333333
150384,College_5,1,4,48,85,51,87,71,77,69.83333333333333,69.83333333333333
150384,College_5,1,5,43,64,70,85,100,78,73.33333333333333,69.83333333333333
150384,College_5,1,6,90,59,82,60,96,88,79.16666666666667,69.83333333333333
150384,College_5,1,7,69,40,40,100,99,86,72.33333333333333,69.83333333333333
150384,College_5,1,8,52,85,96,88,91,44,76.0,69.83333333333333
150385,College_5,1,1,48,55,58,98,100,100,76.5,71.35416666666667
150385,College_5,1,2,96,94,56,50,99,100,82.5,71.35416666666667
150385,College_5,1,3,79,72,58,90,47,58,67.33333333333333,71.35416666666667
150385,College_5,1,4,71,97,40,97,44,83,72.0,71.35416666666667
150385,College_5,1,5,82,48,60,53,94,89,71.0,71.35416666666667
